healing_id,bot_id,environment,strategy,old_locator,new_locator,model_confidence,is_success_status,locator_changed,is_visual_strategy,last_n_failures,avg_exec_time_before,avg_exec_time_after,failed
H202500040,BOT_014,qa,vision,//div[@id='old-563'],//div[@id='new-747'],0.5627640725268543,1.0,1.0,1.0,0.0,0.6903814641196243,0.8426198957285166,0
H202500041,BOT_009,prod,hybrid,//div[@id='old-965'],//div[@id='old-965'],0.4999892670031893,1.0,0.0,1.0,0.0,1.3123139286051582,1.6666398792428696,0
H202500042,BOT_030,qa,dom,//div[@id='old-774'],//div[@id='old-774'],0.610841002704896,1.0,0.0,0.0,0.0,1.3154150593651779,0.8688406300279584,0
H202500043,BOT_007,prod,hybrid,//div[@id='old-599'],//div[@id='new-453'],0.379217742226306,1.0,1.0,1.0,1.0,1.312228030556374,1.4917125127829625,1
H202500044,BOT_025,dev,dom,//div[@id='old-571'],//div[@id='new-412'],0.5499301666127554,1.0,1.0,0.0,2.0,0.9798161419940782,1.332000833881837,1
H202500045,BOT_024,qa,vision,//div[@id='old-867'],//div[@id='old-867'],0.7011074124557602,0.0,0.0,1.0,1.0,1.46467644204333,1.6422402855973985,1
H202500046,BOT_024,dev,vision,//div[@id='old-466'],//div[@id='new-891'],0.38940670928266446,0.0,1.0,1.0,4.0,0.7889124651270369,1.2458482113633884,1
H202500047,BOT_011,qa,hybrid,//div[@id='old-122'],//div[@id='old-122'],0.48818610004862417,0.0,0.0,1.0,2.0,1.4412444680499648,1.9240640842482637,1
H202500048,BOT_009,qa,css,//div[@id='old-329'],//div[@id='new-832'],0.6250142448441879,1.0,1.0,0.0,1.0,1.1262448343674372,1.2693000659088458,0
H202500049,BOT_021,prod,dom,//div[@id='old-911'],//div[@id='new-146'],0.3621063591413407,1.0,1.0,0.0,1.0,1.0930065335304804,1.2584545582274937,0
H202500050,BOT_008,dev,css,//div[@id='old-236'],//div[@id='new-101'],0.5541484757357905,0.0,1.0,0.0,2.0,0.8281650627397512,1.0349359536807887,1
H202500051,BOT_009,prod,dom,//div[@id='old-200'],//div[@id='new-399'],0.2888865094375752,1.0,1.0,0.0,2.0,1.1569341830942377,1.3687033429759687,0
H202500052,BOT_007,qa,hybrid,//div[@id='old-834'],//div[@id='new-128'],0.515662424772384,0.0,1.0,1.0,0.0,1.4782253906588299,2.082394411201584,1
H202500053,BOT_005,prod,dom,//div[@id='old-199'],//div[@id='old-199'],0.40528668499063336,0.0,0.0,0.0,3.0,1.0419242168040808,1.306063741218236,1
H202500054,BOT_030,prod,css,//div[@id='old-642'],//div[@id='new-692'],0.3464533547802429,0.0,1.0,0.0,3.0,1.528590309698391,2.3310606467207746,1
H202500055,BOT_022,prod,vision,//div[@id='old-619'],//div[@id='new-625'],0.3869999579500962,1.0,1.0,1.0,3.0,1.2278543431197966,1.4285060444932383,1
H202500056,BOT_012,prod,hybrid,//div[@id='old-214'],//div[@id='new-861'],0.48296219214466085,0.0,1.0,1.0,2.0,1.3923627546522972,1.4716220959428212,1
H202500057,BOT_027,qa,vision,//div[@id='old-422'],//div[@id='old-422'],0.4596467092605507,1.0,0.0,1.0,2.0,0.7479069724135212,0.6899896641726824,0
H202500058,BOT_016,qa,dom,//div[@id='old-471'],//div[@id='old-471'],0.46705998304947305,0.0,0.0,0.0,3.0,0.771615694430686,0.7595291225718113,1
H202500059,BOT_016,prod,vision,//div[@id='old-988'],//div[@id='old-988'],0.5085090596556244,0.0,0.0,1.0,2.0,1.0600774747980535,1.3112600243732297,0
H202500060,BOT_012,prod,hybrid,//div[@id='old-426'],//div[@id='new-454'],0.4388042033950557,0.0,1.0,1.0,1.0,1.7341905235556445,2.3765292166320173,1
H202500061,BOT_024,dev,vision,//div[@id='old-217'],//div[@id='new-508'],0.41178510148602787,1.0,1.0,1.0,2.0,0.9219993266470785,1.0414772864887227,0
H202500062,BOT_008,dev,css,//div[@id='old-629'],//div[@id='new-164'],0.48967095840614966,0.0,1.0,0.0,3.0,1.1873076006711527,1.2117670527919182,0
H202500063,BOT_013,qa,vision,//div[@id='old-223'],//div[@id='old-223'],0.6256371032001581,1.0,0.0,1.0,0.0,1.0275053543667019,1.014090863158635,0
H202500064,BOT_016,qa,css,//div[@id='old-760'],//div[@id='old-760'],0.3829526271429791,1.0,0.0,0.0,3.0,0.7386399477213026,0.733163319984005,0
H202500065,BOT_002,qa,vision,//div[@id='old-504'],//div[@id='new-505'],0.4354721424974576,0.0,1.0,1.0,3.0,0.8631727443976492,1.2742412324021424,1
H202500066,BOT_016,prod,css,//div[@id='old-886'],//div[@id='new-127'],0.45628763094340563,0.0,1.0,0.0,0.0,2.244159976474047,3.406896104948666,1
H202500067,BOT_012,prod,css,//div[@id='old-206'],//div[@id='new-713'],0.408660405284264,1.0,1.0,0.0,2.0,1.3879365345065027,0.4487000222623893,0
H202500068,BOT_011,dev,css,//div[@id='old-817'],//div[@id='old-817'],0.5021863011780064,1.0,0.0,0.0,4.0,1.1838708806875755,0.8693714407673049,0
H202500069,BOT_004,dev,vision,//div[@id='old-181'],//div[@id='old-181'],0.4265356228865069,1.0,0.0,1.0,2.0,0.7004176784434815,0.7423630930371804,0
H202500070,BOT_021,prod,dom,//div[@id='old-751'],//div[@id='new-915'],0.38540542251534393,0.0,1.0,0.0,5.0,1.9777276773543453,2.8199597799681952,1
H202500071,BOT_010,prod,css,//div[@id='old-476'],//div[@id='new-944'],0.4776432166041867,1.0,1.0,0.0,2.0,1.5995076433343316,1.6765905856410732,0
H202500072,BOT_026,qa,vision,//div[@id='old-791'],//div[@id='new-956'],0.5686784863805258,0.0,1.0,1.0,0.0,1.3654365495780112,2.074822525966799,1
H202500073,BOT_018,qa,vision,//div[@id='old-648'],//div[@id='new-394'],0.462188813675621,1.0,1.0,1.0,2.0,1.1993651189485723,1.9992816727154847,1
H202500074,BOT_010,prod,css,//div[@id='old-662'],//div[@id='old-662'],0.4846831886965697,1.0,0.0,0.0,2.0,1.4170485338760344,1.0719745499051883,0
H202500075,BOT_014,qa,vision,//div[@id='old-508'],//div[@id='new-816'],0.4537553561974374,0.0,1.0,1.0,1.0,1.0089019104108239,1.7142167671347561,1
H202500076,BOT_005,dev,ocr,//div[@id='old-854'],//div[@id='new-668'],0.6569611515095424,1.0,1.0,1.0,0.0,1.308001309675444,2.276161516856881,1
H202500077,BOT_003,dev,ocr,//div[@id='old-121'],//div[@id='old-121'],0.5234841178797878,1.0,0.0,1.0,3.0,0.956770024605249,1.3891068799892339,1
H202500078,BOT_030,prod,dom,//div[@id='old-454'],//div[@id='new-389'],0.31077439878953517,1.0,1.0,0.0,3.0,0.7908343437281433,0.8747657256738097,0
H202500079,BOT_008,prod,css,//div[@id='old-773'],//div[@id='old-773'],0.5173142983704179,0.0,0.0,0.0,1.0,1.3717600949129103,1.690697097708503,1
H202500080,BOT_026,dev,vision,//div[@id='old-796'],//div[@id='new-628'],0.6119758558651606,1.0,1.0,1.0,1.0,1.085839755135472,0.9300722616802047,0
H202500081,BOT_008,prod,css,//div[@id='old-154'],//div[@id='new-458'],0.5159916341767073,1.0,1.0,0.0,2.0,1.5598056625366494,1.6614358855501499,0
H202500082,BOT_021,dev,vision,//div[@id='old-990'],//div[@id='new-433'],0.3675666717692571,1.0,1.0,1.0,4.0,1.089338305011049,0.7719937769867689,0
H202500083,BOT_022,dev,dom,//div[@id='old-504'],//div[@id='new-607'],0.5860085038975462,1.0,1.0,0.0,2.0,0.898320170100421,0.9043864158545273,0
H202500084,BOT_020,dev,dom,//div[@id='old-708'],//div[@id='new-517'],0.6928581093743426,1.0,1.0,0.0,2.0,1.7597568564617194,1.6432649279392388,0
H202500085,BOT_006,prod,dom,//div[@id='old-572'],//div[@id='new-421'],0.4597394047514184,0.0,1.0,0.0,0.0,1.154203860790463,1.5084013288265412,1
H202500086,BOT_011,prod,dom,//div[@id='old-338'],//div[@id='new-228'],0.5782962097998425,1.0,1.0,0.0,2.0,0.7619191331216814,0.9283923853378858,0
H202500087,BOT_030,dev,css,//div[@id='old-294'],//div[@id='new-273'],0.5163480731845077,1.0,1.0,0.0,3.0,1.2401020352507153,1.2882946032355866,0
H202500088,BOT_030,prod,vision,//div[@id='old-192'],//div[@id='new-444'],0.42277643389276504,1.0,1.0,1.0,1.0,0.6037450638174354,0.573025541830599,0
H202500089,BOT_014,prod,vision,//div[@id='old-578'],//div[@id='new-331'],0.38234645482492297,1.0,1.0,1.0,1.0,1.7542990284360507,2.5813298874881387,1
H202500090,BOT_016,prod,vision,//div[@id='old-843'],//div[@id='old-843'],0.5545559123147454,1.0,0.0,1.0,1.0,0.9468195953821112,0.9318635922461179,0
H202500091,BOT_003,prod,hybrid,//div[@id='old-123'],//div[@id='old-123'],0.4548386585486711,1.0,0.0,1.0,2.0,2.569355611765852,2.899147644831336,0
H202500092,BOT_005,prod,hybrid,//div[@id='old-546'],//div[@id='old-546'],0.3119038698838838,1.0,0.0,1.0,3.0,1.5980537512714086,1.4938630983480379,0
H202500093,BOT_029,qa,dom,//div[@id='old-432'],//div[@id='old-432'],0.4656628943735376,1.0,0.0,0.0,3.0,0.6824953772032921,0.8150867853626804,0
H202500094,BOT_024,dev,css,//div[@id='old-656'],//div[@id='new-320'],0.5903686150067919,1.0,1.0,0.0,1.0,0.7976466863919865,1.3104055575485976,1
H202500095,BOT_003,prod,hybrid,//div[@id='old-449'],//div[@id='new-140'],0.4363213953727861,1.0,1.0,1.0,2.0,2.88655121178282,2.998641262339296,0
H202500096,BOT_010,prod,dom,//div[@id='old-941'],//div[@id='old-941'],0.5155708439750325,1.0,0.0,0.0,0.0,0.9896752205091258,0.896783121450218,0
H202500097,BOT_006,qa,dom,//div[@id='old-970'],//div[@id='old-970'],0.4656552339053404,1.0,0.0,0.0,2.0,1.6444197127865368,1.7313666221782205,0
H202500098,BOT_010,prod,hybrid,//div[@id='old-590'],//div[@id='new-177'],0.25786959290200473,0.0,1.0,1.0,4.0,0.794077488561229,1.2101806091735707,1
H202500099,BOT_002,dev,dom,//div[@id='old-427'],//div[@id='old-427'],0.5737315902839393,0.0,0.0,0.0,2.0,1.060995206915173,1.4908093590113445,1
H202500100,BOT_028,prod,vision,//div[@id='old-392'],//div[@id='old-392'],0.5024996212762958,0.0,0.0,1.0,2.0,0.8680562263897804,1.6844111926184802,1
H202500101,BOT_024,prod,dom,//div[@id='old-577'],//div[@id='new-567'],0.34389109330129314,1.0,1.0,0.0,2.0,1.592987431830019,1.4834423640647114,0
H202500102,BOT_001,qa,hybrid,//div[@id='old-556'],//div[@id='new-354'],0.6622086407677779,1.0,1.0,1.0,2.0,1.1360882997974477,1.7198205649072817,1
H202500103,BOT_015,dev,ocr,//div[@id='old-665'],//div[@id='old-665'],0.4192195399143461,0.0,0.0,1.0,3.0,1.3745177432612619,2.2842441344071585,1
H202500104,BOT_025,prod,vision,//div[@id='old-189'],//div[@id='old-189'],0.45020455225401196,0.0,0.0,1.0,1.0,1.1938979684535151,1.1374370451950353,1
H202500105,BOT_029,dev,dom,//div[@id='old-443'],//div[@id='old-443'],0.5926260066085508,0.0,0.0,0.0,2.0,1.6752858656569265,1.923126544710158,1
H202500106,BOT_004,prod,vision,//div[@id='old-263'],//div[@id='new-258'],0.3878143027403537,1.0,1.0,1.0,0.0,1.5728241507178222,1.2068810816143802,0
H202500107,BOT_007,qa,dom,//div[@id='old-520'],//div[@id='new-664'],0.4581049597362723,0.0,1.0,0.0,2.0,0.5617402151936944,0.6066166152512416,1
H202500108,BOT_020,prod,hybrid,//div[@id='old-740'],//div[@id='new-302'],0.3279515135826594,0.0,1.0,1.0,5.0,1.4819494894892036,2.249697349237542,1
H202500109,BOT_006,prod,hybrid,//div[@id='old-812'],//div[@id='new-771'],0.373599165178581,1.0,1.0,1.0,3.0,0.6099618138133991,0.5095723365225204,0
H202500110,BOT_002,prod,css,//div[@id='old-963'],//div[@id='new-348'],0.3343290741268756,0.0,1.0,0.0,2.0,1.0339086586929354,1.5309947258161123,1
H202500111,BOT_011,qa,css,//div[@id='old-967'],//div[@id='old-967'],0.6363656362738259,1.0,0.0,0.0,1.0,0.6907024404595562,0.8096927573696086,1
H202500112,BOT_027,qa,css,//div[@id='old-134'],//div[@id='new-573'],0.47978015047174877,1.0,1.0,0.0,1.0,1.7169896625651462,2.117565266831429,1
H202500113,BOT_020,prod,hybrid,//div[@id='old-272'],//div[@id='old-272'],0.48121597692776713,0.0,0.0,1.0,3.0,1.9403079242931942,2.206541449660169,1
H202500114,BOT_024,prod,ocr,//div[@id='old-176'],//div[@id='new-245'],0.37574053644115135,1.0,1.0,1.0,1.0,1.4689248209675343,2.2100914582654423,0
H202500115,BOT_024,prod,dom,//div[@id='old-674'],//div[@id='old-674'],0.5477077200082625,1.0,0.0,0.0,4.0,1.268427708357203,1.2391691146230979,0
H202500116,BOT_030,prod,css,//div[@id='old-496'],//div[@id='new-817'],0.4158198956744052,1.0,1.0,0.0,3.0,1.1468710391003294,1.9580510813514478,1
H202500117,BOT_008,prod,vision,//div[@id='old-163'],//div[@id='old-163'],0.4687803535999066,1.0,0.0,1.0,1.0,1.2601084162953888,1.7763134973176953,0
H202500118,BOT_030,dev,css,//div[@id='old-952'],//div[@id='old-952'],0.6153944565249608,1.0,0.0,0.0,3.0,1.1006513929968123,1.2048707570991422,1
H202500119,BOT_001,qa,vision,//div[@id='old-300'],//div[@id='new-770'],0.34722368014177407,1.0,1.0,1.0,2.0,1.137225206527282,1.867406183381664,1
H202500120,BOT_023,qa,css,//div[@id='old-896'],//div[@id='new-154'],0.6601641939830248,1.0,1.0,0.0,2.0,1.2662514942804806,0.7109155683203792,0
H202500121,BOT_020,qa,hybrid,//div[@id='old-442'],//div[@id='old-442'],0.4718264130949919,1.0,0.0,1.0,3.0,0.981689341990029,1.0691896770472802,0
H202500122,BOT_003,prod,dom,//div[@id='old-472'],//div[@id='old-472'],0.5598746721904085,1.0,0.0,0.0,0.0,1.217233164334512,1.1729785013891885,0
H202500123,BOT_014,qa,css,//div[@id='old-892'],//div[@id='new-787'],0.5263935600627939,0.0,1.0,0.0,1.0,1.4547341299738474,1.6895330243080315,1
H202500124,BOT_007,qa,vision,//div[@id='old-376'],//div[@id='new-647'],0.28185010366815844,0.0,1.0,1.0,3.0,0.8111105545605507,1.1886761975447822,1
H202500125,BOT_003,qa,css,//div[@id='old-748'],//div[@id='new-934'],0.6453812414273917,1.0,1.0,0.0,0.0,1.0108539467191802,1.0037407449465436,0
H202500126,BOT_028,prod,vision,//div[@id='old-542'],//div[@id='new-482'],0.4350279489567099,1.0,1.0,1.0,1.0,1.5584173496013474,1.867481220490702,0
H202500127,BOT_007,dev,dom,//div[@id='old-360'],//div[@id='new-782'],0.5172133425343427,1.0,1.0,0.0,3.0,1.0140750726396173,0.986545843978878,0
H202500128,BOT_005,prod,css,//div[@id='old-307'],//div[@id='new-748'],0.4891997116963821,0.0,1.0,0.0,3.0,1.0067358527238848,1.6069092922537933,1
H202500129,BOT_026,prod,dom,//div[@id='old-172'],//div[@id='new-604'],0.3491942950511283,1.0,1.0,0.0,2.0,1.1010550039501323,1.2271356774913742,0
H202500130,BOT_006,prod,css,//div[@id='old-554'],//div[@id='new-977'],0.3660551786874565,1.0,1.0,0.0,2.0,0.7293575446782976,0.44724851478270594,0
H202500131,BOT_010,dev,vision,//div[@id='old-444'],//div[@id='new-164'],0.5201142660291991,0.0,1.0,1.0,1.0,1.78415345516508,2.7414283444834577,1
H202500132,BOT_014,prod,dom,//div[@id='old-821'],//div[@id='new-927'],0.2824902762126427,1.0,1.0,0.0,2.0,0.9494886671463919,0.7263723258952934,0
H202500133,BOT_015,qa,dom,//div[@id='old-299'],//div[@id='new-739'],0.551585873215279,1.0,1.0,0.0,0.0,0.5595189946303294,0.8441362117723019,1
H202500134,BOT_002,qa,vision,//div[@id='old-192'],//div[@id='new-578'],0.5616960666983966,1.0,1.0,1.0,1.0,1.01139727126837,1.2271668324397453,1
H202500135,BOT_001,prod,hybrid,//div[@id='old-943'],//div[@id='old-943'],0.3579983194386911,1.0,0.0,1.0,0.0,0.89204102440798,0.9560607814770422,0
H202500136,BOT_019,qa,vision,//div[@id='old-120'],//div[@id='new-431'],0.37084199492933095,1.0,1.0,1.0,1.0,1.842895866939562,1.7877594120955196,0
H202500137,BOT_030,qa,css,//div[@id='old-257'],//div[@id='old-257'],0.5112654084205607,1.0,0.0,0.0,2.0,0.9277039345634054,0.7752901644039488,0
H202500138,BOT_020,dev,dom,//div[@id='old-987'],//div[@id='new-820'],0.4901213102098251,0.0,1.0,0.0,2.0,0.6109685489700869,0.7980031965022482,1
H202500139,BOT_029,prod,dom,//div[@id='old-341'],//div[@id='new-351'],0.505928132957898,0.0,1.0,0.0,2.0,1.3137808682630556,1.879370011675748,1
H202500140,BOT_013,prod,css,//div[@id='old-128'],//div[@id='new-230'],0.4296945768693902,0.0,1.0,0.0,1.0,1.2803827883713401,1.6986852753448332,1
H202500141,BOT_001,prod,css,//div[@id='old-342'],//div[@id='old-342'],0.5486159200628343,0.0,0.0,0.0,1.0,1.7316701441127076,2.54439641699204,1
H202500142,BOT_028,prod,dom,//div[@id='old-361'],//div[@id='new-526'],0.37312001023568275,1.0,1.0,0.0,2.0,0.7867598215726285,1.3465650083737457,1
H202500143,BOT_001,dev,hybrid,//div[@id='old-217'],//div[@id='new-246'],0.5004108683536888,1.0,1.0,1.0,1.0,1.2067128500412971,1.010986989817996,0
H202500144,BOT_014,qa,hybrid,//div[@id='old-555'],//div[@id='new-419'],0.40566792387479333,0.0,1.0,1.0,3.0,1.587752411544212,2.140667726844167,1
H202500145,BOT_013,prod,css,//div[@id='old-413'],//div[@id='old-413'],0.6286186322011001,1.0,0.0,0.0,3.0,0.7534698622621859,1.2846426883646846,1
H202500146,BOT_028,prod,vision,//div[@id='old-942'],//div[@id='new-949'],0.3812526018916282,0.0,1.0,1.0,3.0,1.7312623353584136,2.498013898430871,1
H202500147,BOT_004,qa,dom,//div[@id='old-303'],//div[@id='new-281'],0.5913795723572527,1.0,1.0,0.0,0.0,1.2247632141363891,0.7249600767167482,0
H202500148,BOT_009,prod,hybrid,//div[@id='old-780'],//div[@id='old-780'],0.4855070636588142,1.0,0.0,1.0,2.0,1.2616666762032138,1.4223746372085262,0
H202500149,BOT_003,dev,hybrid,//div[@id='old-935'],//div[@id='new-979'],0.40757583037060907,1.0,1.0,1.0,1.0,0.9878130867853825,1.217142523288007,0
H202500150,BOT_013,dev,css,//div[@id='old-520'],//div[@id='new-331'],0.5968251527869785,0.0,1.0,0.0,1.0,1.3022048267233641,2.109518113328324,1
H202500151,BOT_012,dev,css,//div[@id='old-551'],//div[@id='old-551'],0.6300367967862898,1.0,0.0,0.0,3.0,0.8858349554451497,0.8120675346794118,0
H202500152,BOT_010,qa,hybrid,//div[@id='old-625'],//div[@id='new-162'],0.5203639906378295,0.0,1.0,1.0,0.0,0.8387045241812652,1.3889326503754913,1
H202500153,BOT_020,dev,hybrid,//div[@id='old-927'],//div[@id='new-178'],0.554014753431193,1.0,1.0,1.0,2.0,0.9842620285272174,1.2227784669272406,1
H202500154,BOT_027,prod,hybrid,//div[@id='old-202'],//div[@id='new-204'],0.4813681749583857,0.0,1.0,1.0,1.0,1.3629311753404751,1.991751680121012,1
H202500155,BOT_020,qa,vision,//div[@id='old-851'],//div[@id='old-851'],0.706536905121614,1.0,0.0,1.0,0.0,1.1457226481192657,1.0262047275688737,0
H202500156,BOT_002,qa,dom,//div[@id='old-338'],//div[@id='new-968'],0.5359463894821935,0.0,1.0,0.0,1.0,0.8809390837296507,1.1727961930716593,1
H202500157,BOT_009,prod,ocr,//div[@id='old-569'],//div[@id='new-126'],0.40259545858985957,1.0,1.0,1.0,0.0,1.9604272099350588,2.5487470305717443,0
H202500158,BOT_016,prod,hybrid,//div[@id='old-378'],//div[@id='new-283'],0.17217085198811832,1.0,1.0,1.0,5.0,1.3333460083299726,1.4230998189725221,0
H202500159,BOT_021,prod,ocr,//div[@id='old-184'],//div[@id='old-184'],0.37295786298989486,1.0,0.0,1.0,1.0,1.7168773261413879,1.8346781926690112,0
H202500160,BOT_027,prod,hybrid,//div[@id='old-104'],//div[@id='new-102'],0.2200499700275218,0.0,1.0,1.0,3.0,1.8120601194054369,2.8471149550114525,1
H202500161,BOT_006,qa,dom,//div[@id='old-397'],//div[@id='new-287'],0.5911331500077134,1.0,1.0,0.0,1.0,0.7929077462970316,1.2598356093127883,1
H202500162,BOT_004,prod,css,//div[@id='old-278'],//div[@id='new-564'],0.3830079737450205,1.0,1.0,0.0,3.0,2.8512147377509494,3.29252900659248,0
H202500163,BOT_022,qa,vision,//div[@id='old-790'],//div[@id='old-790'],0.3730512371199637,0.0,0.0,1.0,0.0,1.068222784367502,1.4337164139168084,1
H202500164,BOT_013,prod,css,//div[@id='old-155'],//div[@id='old-155'],0.48911026673348157,0.0,0.0,0.0,2.0,1.2257813897695888,1.9111728319979033,1
