healing_id,bot_id,environment,strategy,old_locator,new_locator,model_confidence,is_success_status,locator_changed,is_visual_strategy,last_n_failures,avg_exec_time_before,avg_exec_time_after,failed
H202500021,BOT_016,qa,css,//div[@id='old-711'],//div[@id='new-932'],0.27825123006117947,0.0,1.0,0.0,3.0,2.2516505336228607,3.256926119380959,1
H202500022,BOT_016,dev,ocr,//div[@id='old-664'],//div[@id='old-664'],0.6295073147527137,1.0,0.0,1.0,0.0,1.4392032935057675,1.2474270337194657,0
H202500023,BOT_020,prod,dom,//div[@id='old-404'],//div[@id='new-430'],0.4274140176285064,0.0,1.0,0.0,3.0,1.0341250679805138,0.9419013335915652,1
H202500024,BOT_016,qa,css,//div[@id='old-429'],//div[@id='new-165'],0.40431998977074446,1.0,1.0,0.0,4.0,1.430349500407985,1.572466997411032,0
H202500025,BOT_009,prod,dom,//div[@id='old-252'],//div[@id='new-819'],0.3971002967315809,0.0,1.0,0.0,2.0,1.60742164612219,1.3041898618606922,0
H202500026,BOT_013,prod,ocr,//div[@id='old-633'],//div[@id='new-927'],0.37874886474485847,1.0,1.0,1.0,2.0,1.5308546063157298,1.1897459438661586,1
H202500027,BOT_024,qa,vision,//div[@id='old-763'],//div[@id='new-907'],0.4613036427946214,1.0,1.0,1.0,1.0,1.683635007824166,1.5682837195001575,0
H202500028,BOT_025,qa,css,//div[@id='old-785'],//div[@id='new-424'],0.4305217293494801,1.0,1.0,0.0,1.0,1.1414711862535698,1.9637458067843743,1
H202500029,BOT_024,qa,css,//div[@id='old-749'],//div[@id='old-749'],0.548888519990745,0.0,0.0,0.0,3.0,2.279653143616878,2.8166827572296897,1
H202500030,BOT_025,qa,css,//div[@id='old-138'],//div[@id='old-138'],0.5384442083425054,1.0,0.0,0.0,1.0,0.47629407168140925,0.6494690693939196,1
H202500031,BOT_004,prod,vision,//div[@id='old-359'],//div[@id='old-359'],0.4891390427533201,1.0,0.0,1.0,1.0,1.116810652352097,1.56263479089402,1
H202500032,BOT_020,dev,dom,//div[@id='old-208'],//div[@id='new-794'],0.7247783283819573,1.0,1.0,0.0,0.0,0.4718354905380531,0.5569706035175879,1
H202500033,BOT_026,prod,dom,//div[@id='old-727'],//div[@id='new-114'],0.2838777845163288,1.0,1.0,0.0,1.0,0.8584406504332174,0.7972097594381115,0
H202500034,BOT_009,prod,hybrid,//div[@id='old-438'],//div[@id='new-981'],0.3278650885521413,1.0,1.0,1.0,1.0,0.576926286570975,0.6411933589126485,0
H202500035,BOT_018,prod,vision,//div[@id='old-512'],//div[@id='old-512'],0.5563067031094091,1.0,0.0,1.0,1.0,1.8389789946952004,1.7658270204379893,0
H202500036,BOT_014,qa,css,//div[@id='old-557'],//div[@id='new-237'],0.5599214424978378,0.0,1.0,0.0,0.0,0.855608081574515,1.2263153357618988,1
H202500037,BOT_013,qa,vision,//div[@id='old-627'],//div[@id='new-686'],0.3405721829704982,0.0,1.0,1.0,1.0,0.8166743224370524,1.173501476492776,1
H202500038,BOT_019,prod,css,//div[@id='old-384'],//div[@id='new-321'],0.35470666817655494,1.0,1.0,0.0,2.0,1.5138141526322262,1.5034990482358273,0
H202500039,BOT_010,prod,css,//div[@id='old-159'],//div[@id='new-767'],0.4210418053339915,0.0,1.0,0.0,0.0,1.0701748682283612,1.5661917106125114,1
H202500040,BOT_028,prod,hybrid,//div[@id='old-113'],//div[@id='new-792'],0.5099159145191365,0.0,1.0,1.0,1.0,0.9655314089350046,1.8877140813079236,1
H202500041,BOT_021,prod,css,//div[@id='old-280'],//div[@id='new-854'],0.5830826944981167,0.0,1.0,0.0,1.0,0.9111685739380768,1.4345928711516716,1
H202500042,BOT_025,dev,css,//div[@id='old-990'],//div[@id='old-990'],0.5712034221915969,1.0,0.0,0.0,1.0,1.0383297015040551,0.9210662985111792,0
H202500043,BOT_019,qa,css,//div[@id='old-309'],//div[@id='new-751'],0.5385766836077928,1.0,1.0,0.0,2.0,1.1169825598867975,1.083020360817024,0
H202500044,BOT_011,prod,css,//div[@id='old-665'],//div[@id='old-665'],0.46202194848570327,0.0,0.0,0.0,4.0,0.7294480269992611,0.6516482534146366,0
H202500045,BOT_019,dev,css,//div[@id='old-572'],//div[@id='old-572'],0.6135414689244605,1.0,0.0,0.0,1.0,0.6723815297454873,0.8962878980285868,1
H202500046,BOT_020,prod,vision,//div[@id='old-238'],//div[@id='new-359'],0.27902446534256997,1.0,1.0,1.0,6.0,0.8584182693718426,1.2093929588647463,1
H202500047,BOT_025,prod,css,//div[@id='old-759'],//div[@id='new-166'],0.37918336555167176,1.0,1.0,0.0,0.0,1.6609040655104812,1.7090688988449476,0
H202500048,BOT_024,dev,vision,//div[@id='old-765'],//div[@id='new-764'],0.44880404980703253,1.0,1.0,1.0,3.0,1.318417299177654,1.3105943266235702,1
H202500049,BOT_012,dev,dom,//div[@id='old-819'],//div[@id='new-473'],0.679994707890698,0.0,1.0,0.0,2.0,0.9694180053170695,1.2089519068693182,1
H202500050,BOT_026,qa,hybrid,//div[@id='old-579'],//div[@id='new-997'],0.3299437424655683,1.0,1.0,1.0,2.0,1.5130780410068285,2.2410605033320947,1
H202500051,BOT_020,qa,dom,//div[@id='old-366'],//div[@id='old-366'],0.4545894826964211,0.0,0.0,0.0,4.0,2.3384226040818277,2.511617466325844,1
H202500052,BOT_010,prod,css,//div[@id='old-507'],//div[@id='new-293'],0.37226189279068167,1.0,1.0,0.0,3.0,0.6288001628169806,0.9246611459697031,1
H202500053,BOT_018,prod,dom,//div[@id='old-953'],//div[@id='new-994'],0.41621195524185955,0.0,1.0,0.0,1.0,1.40130341371771,1.8332804389424175,1
H202500054,BOT_018,prod,hybrid,//div[@id='old-706'],//div[@id='new-943'],0.3054203579841312,0.0,1.0,1.0,1.0,1.0124894150544672,1.4463606764929966,1
H202500055,BOT_029,dev,dom,//div[@id='old-907'],//div[@id='new-727'],0.5754988694288592,0.0,1.0,0.0,1.0,1.087952289943809,1.1883665545555175,1
H202500056,BOT_014,qa,css,//div[@id='old-286'],//div[@id='new-595'],0.46667566987253695,0.0,1.0,0.0,1.0,1.1030130273643226,1.1537817046566103,1
H202500057,BOT_024,prod,dom,//div[@id='old-876'],//div[@id='new-739'],0.4249314485646649,0.0,1.0,0.0,1.0,1.343605067001496,2.0716096735223473,1
H202500058,BOT_006,dev,dom,//div[@id='old-235'],//div[@id='new-718'],0.6246675933637313,0.0,1.0,0.0,1.0,0.4884169338068805,0.7816802145333145,1
H202500059,BOT_026,dev,hybrid,//div[@id='old-171'],//div[@id='old-171'],0.7585569831483061,1.0,0.0,1.0,1.0,1.0646176016918636,1.1670689724461671,1
H202500060,BOT_011,prod,css,//div[@id='old-692'],//div[@id='new-751'],0.40968897437762775,0.0,1.0,0.0,2.0,1.3752535580807872,1.243362915316082,1
H202500061,BOT_026,prod,css,//div[@id='old-736'],//div[@id='new-597'],0.4905777995777713,0.0,1.0,0.0,2.0,1.229338141434416,1.2592565078752396,1
H202500062,BOT_030,prod,dom,//div[@id='old-240'],//div[@id='new-307'],0.4327010059465471,0.0,1.0,0.0,4.0,1.4033011436791545,1.2676343704361186,1
H202500063,BOT_026,qa,vision,//div[@id='old-885'],//div[@id='old-885'],0.4523795130677377,1.0,0.0,1.0,2.0,0.7295256177679627,0.7015900452897778,0
H202500064,BOT_002,prod,css,//div[@id='old-815'],//div[@id='old-815'],0.5316003390972273,1.0,0.0,0.0,0.0,1.3385717213702886,1.1555468286458432,0
H202500065,BOT_028,prod,dom,//div[@id='old-872'],//div[@id='new-728'],0.25906804736223776,0.0,1.0,0.0,3.0,1.405924518354205,1.6693562285714705,0
H202500066,BOT_026,prod,dom,//div[@id='old-412'],//div[@id='new-647'],0.3852316153804681,0.0,1.0,0.0,1.0,2.4200736352002714,3.2106520069638154,1
H202500067,BOT_018,qa,vision,//div[@id='old-622'],//div[@id='new-753'],0.27111384965797647,1.0,1.0,1.0,2.0,1.3729405238210983,1.9993329326165052,1
H202500068,BOT_008,dev,ocr,//div[@id='old-320'],//div[@id='new-686'],0.40971575146874434,1.0,1.0,1.0,2.0,1.1778451778940209,1.6722057283965819,1
H202500069,BOT_021,dev,dom,//div[@id='old-545'],//div[@id='new-461'],0.2692347376327346,0.0,1.0,0.0,6.0,1.0098338188243097,0.731700378617837,1
H202500070,BOT_017,dev,dom,//div[@id='old-127'],//div[@id='old-127'],0.7149762017096687,1.0,0.0,0.0,0.0,1.4533507785382263,1.1855315867922447,0
H202500071,BOT_024,qa,hybrid,//div[@id='old-266'],//div[@id='old-266'],0.6456134862497507,0.0,0.0,1.0,0.0,0.7802222036969585,0.9066658239351129,1
H202500072,BOT_008,prod,hybrid,//div[@id='old-353'],//div[@id='new-541'],0.41832398386296377,0.0,1.0,1.0,2.0,0.8483342605029661,1.170537097362088,1
H202500073,BOT_014,prod,css,//div[@id='old-576'],//div[@id='new-247'],0.5247475475841903,0.0,1.0,0.0,0.0,2.3193318669901393,3.310625951094695,1
H202500074,BOT_008,dev,dom,//div[@id='old-854'],//div[@id='new-237'],0.23591188976136912,0.0,1.0,0.0,3.0,0.37160783285140475,0.537241409031337,1
H202500075,BOT_025,qa,dom,//div[@id='old-927'],//div[@id='old-927'],0.44630742117986244,0.0,0.0,0.0,3.0,0.8036302244135808,0.7930485888180512,0
H202500076,BOT_009,dev,css,//div[@id='old-352'],//div[@id='new-372'],0.5219820859214271,0.0,1.0,0.0,0.0,1.5357935784582146,1.689483425644443,1
H202500077,BOT_020,prod,css,//div[@id='old-254'],//div[@id='new-371'],0.39707109665705104,0.0,1.0,0.0,2.0,0.6842813726367437,0.9804110059742733,1
H202500078,BOT_011,qa,vision,//div[@id='old-951'],//div[@id='new-332'],0.400303945337554,0.0,1.0,1.0,2.0,1.1718790643120593,1.3683777136681363,1
H202500079,BOT_004,dev,vision,//div[@id='old-883'],//div[@id='new-347'],0.31620114758642204,1.0,1.0,1.0,2.0,0.6189587919526954,0.5413381129098993,0
H202500080,BOT_023,qa,vision,//div[@id='old-224'],//div[@id='old-224'],0.5918644945963975,0.0,0.0,1.0,2.0,1.2174341977763516,1.2167573571175598,0
H202500081,BOT_016,prod,dom,//div[@id='old-459'],//div[@id='old-459'],0.4342840025551975,0.0,0.0,0.0,3.0,1.7715931173721877,2.7010445408244537,1
H202500082,BOT_025,prod,hybrid,//div[@id='old-319'],//div[@id='new-691'],0.2302130709516746,0.0,1.0,1.0,6.0,1.2581730672533302,1.8384194670266234,1
H202500083,BOT_025,prod,dom,//div[@id='old-505'],//div[@id='new-997'],0.3880794569371899,1.0,1.0,0.0,0.0,1.1634376160886302,1.1359499087355875,0
H202500084,BOT_009,dev,css,//div[@id='old-273'],//div[@id='new-617'],0.3765215046297844,1.0,1.0,0.0,3.0,1.2541773341921139,1.5651088517553071,1
H202500085,BOT_006,qa,vision,//div[@id='old-431'],//div[@id='new-704'],0.3744001014028671,1.0,1.0,1.0,5.0,1.972112997533889,2.239555023580149,0
H202500086,BOT_023,prod,ocr,//div[@id='old-417'],//div[@id='old-417'],0.4399028164915653,0.0,0.0,1.0,2.0,1.0899661906043512,1.4992570234098064,1
H202500087,BOT_010,prod,dom,//div[@id='old-238'],//div[@id='new-123'],0.6791979662956406,1.0,1.0,0.0,0.0,1.114773514408181,1.0786341004521995,0
H202500088,BOT_005,prod,ocr,//div[@id='old-377'],//div[@id='new-430'],0.305881487663804,0.0,1.0,1.0,2.0,1.2180030718910775,1.6172655605312443,1
H202500089,BOT_013,qa,ocr,//div[@id='old-297'],//div[@id='new-987'],0.5962249014429758,0.0,1.0,1.0,0.0,1.8119429418052517,2.529498543501213,1
H202500090,BOT_020,qa,css,//div[@id='old-433'],//div[@id='new-738'],0.42929569809655466,1.0,1.0,0.0,3.0,0.6566469955939079,0.7247481785262481,1
H202500091,BOT_014,dev,vision,//div[@id='old-123'],//div[@id='new-246'],0.5335392944058155,1.0,1.0,1.0,1.0,0.8847340155664654,0.9005134691883758,0
H202500092,BOT_010,prod,vision,//div[@id='old-846'],//div[@id='new-528'],0.4875403431583439,1.0,1.0,1.0,0.0,1.3888374824061267,1.4909945979045813,0
H202500093,BOT_026,dev,dom,//div[@id='old-941'],//div[@id='new-685'],0.5293721974212744,0.0,1.0,0.0,1.0,0.7070210099221028,0.868540997068579,1
H202500094,BOT_026,qa,css,//div[@id='old-777'],//div[@id='new-196'],0.4980401279310939,1.0,1.0,0.0,0.0,0.9867787483790323,0.9647589767190675,0
H202500095,BOT_002,prod,dom,//div[@id='old-203'],//div[@id='new-393'],0.26960007860587604,0.0,1.0,0.0,5.0,1.5010092347644413,1.6029916012722096,0
H202500096,BOT_015,qa,hybrid,//div[@id='old-619'],//div[@id='new-422'],0.5708291995095385,0.0,1.0,1.0,1.0,1.5366394284459028,2.670633273602364,1
H202500097,BOT_021,qa,vision,//div[@id='old-467'],//div[@id='new-163'],0.28388158873209435,0.0,1.0,1.0,3.0,1.3540632052630566,1.582428834764935,1
H202500098,BOT_012,dev,dom,//div[@id='old-992'],//div[@id='new-147'],0.5944978623238483,0.0,1.0,0.0,2.0,0.858901278959394,1.3016823958020982,1
H202500099,BOT_020,qa,hybrid,//div[@id='old-950'],//div[@id='new-282'],0.21534725175956454,0.0,1.0,1.0,1.0,1.0997797203815511,1.8128819973147021,1
H202500100,BOT_014,dev,ocr,//div[@id='old-168'],//div[@id='new-966'],0.48212590641655223,1.0,1.0,1.0,2.0,1.024794819081162,0.8379752643468876,1
H202500101,BOT_024,dev,vision,//div[@id='old-869'],//div[@id='old-869'],0.5809394012315316,1.0,0.0,1.0,2.0,0.44487503912761134,0.3916812260999761,0
H202500102,BOT_004,dev,ocr,//div[@id='old-475'],//div[@id='old-475'],0.46930638933805935,1.0,0.0,1.0,2.0,0.6625225825352652,0.7571636867238707,0
H202500103,BOT_004,prod,dom,//div[@id='old-438'],//div[@id='new-472'],0.42450618958680836,1.0,1.0,0.0,2.0,0.7806839779541491,1.2249992571592583,1
H202500104,BOT_030,dev,vision,//div[@id='old-569'],//div[@id='new-911'],0.4077529390851443,1.0,1.0,1.0,3.0,3.023029050663732,3.1415959273840617,0
H202500105,BOT_012,prod,ocr,//div[@id='old-140'],//div[@id='new-812'],0.30152506174580357,0.0,1.0,1.0,0.0,1.0323489247376467,1.2627936506511035,1
H202500106,BOT_014,dev,hybrid,//div[@id='old-656'],//div[@id='new-857'],0.43516901344656,1.0,1.0,1.0,1.0,1.9750141065068745,3.1400702499909663,1
H202500107,BOT_011,dev,ocr,//div[@id='old-948'],//div[@id='new-751'],0.30130712260995024,1.0,1.0,1.0,5.0,1.2460702261920817,2.0712047753409806,1
H202500108,BOT_014,prod,vision,//div[@id='old-136'],//div[@id='new-312'],0.5696046266030408,0.0,1.0,1.0,0.0,1.5271183609522148,1.4936744976823622,0
H202500109,BOT_017,dev,dom,//div[@id='old-144'],//div[@id='old-144'],0.7657911402426119,1.0,0.0,0.0,1.0,1.4734424727790432,1.3993845293027265,0
H202500110,BOT_019,qa,dom,//div[@id='old-953'],//div[@id='old-953'],0.7006937926514177,1.0,0.0,0.0,1.0,1.1035784387548766,1.155296176247553,0
H202500111,BOT_006,qa,dom,//div[@id='old-704'],//div[@id='old-704'],0.6297735556984015,0.0,0.0,0.0,1.0,0.6238385097469992,0.8791364053368104,1
H202500112,BOT_009,qa,css,//div[@id='old-994'],//div[@id='new-354'],0.5893799339291907,1.0,1.0,0.0,1.0,1.3476168219762794,1.7237280185865491,0
H202500113,BOT_015,dev,ocr,//div[@id='old-638'],//div[@id='old-638'],0.42749398769097335,0.0,0.0,1.0,3.0,1.3843757636586198,2.2021821006804734,1
H202500114,BOT_013,prod,css,//div[@id='old-606'],//div[@id='old-606'],0.4692648952008817,0.0,0.0,0.0,2.0,1.1935776698109255,0.9368347095273638,1
H202500115,BOT_004,prod,dom,//div[@id='old-821'],//div[@id='new-232'],0.534515464461462,1.0,1.0,0.0,1.0,1.6378188201521442,1.478723788823554,0
H202500116,BOT_012,qa,dom,//div[@id='old-345'],//div[@id='new-405'],0.44855653354885716,1.0,1.0,0.0,2.0,1.5953806598735194,1.3691915972712356,0
H202500117,BOT_011,dev,css,//div[@id='old-909'],//div[@id='old-909'],0.5917727105749095,0.0,0.0,0.0,1.0,1.2330451289704623,1.8335776812521944,1
H202500118,BOT_008,prod,hybrid,//div[@id='old-542'],//div[@id='old-542'],0.18044764209094652,0.0,0.0,1.0,5.0,1.9381414363931326,2.5339317232336853,1
H202500119,BOT_013,prod,vision,//div[@id='old-215'],//div[@id='new-461'],0.3416668677998892,1.0,1.0,1.0,1.0,0.8271375132848666,0.9776469602859306,0
H202500120,BOT_023,prod,hybrid,//div[@id='old-341'],//div[@id='new-703'],0.33827982542364765,0.0,1.0,1.0,2.0,0.9508804036266256,1.1968090761047963,1
H202500121,BOT_006,dev,ocr,//div[@id='old-986'],//div[@id='new-488'],0.540306368833402,0.0,1.0,1.0,2.0,0.9308997300996079,0.9859452740833231,1
H202500122,BOT_021,prod,ocr,//div[@id='old-327'],//div[@id='new-790'],0.3063188839162274,1.0,1.0,1.0,2.0,1.3779710845210396,1.5746828514965965,0
H202500123,BOT_003,qa,vision,//div[@id='old-248'],//div[@id='new-470'],0.43441021671931984,1.0,1.0,1.0,1.0,0.6827228231232557,0.8920050698729326,1
H202500124,BOT_020,prod,dom,//div[@id='old-462'],//div[@id='new-584'],0.5267092249856105,1.0,1.0,0.0,2.0,2.065908322134232,3.051387447814529,1
H202500125,BOT_025,qa,dom,//div[@id='old-807'],//div[@id='old-807'],0.5025783242164156,0.0,0.0,0.0,1.0,0.5895043977266287,0.8435826389130733,1
H202500126,BOT_020,prod,dom,//div[@id='old-242'],//div[@id='new-943'],0.35474480106574385,1.0,1.0,0.0,3.0,0.8607196857066892,1.1933745663712454,1
H202500127,BOT_004,qa,hybrid,//div[@id='old-754'],//div[@id='new-963'],0.4403128782525383,1.0,1.0,1.0,4.0,1.1441408681398182,1.8791192697806192,1
H202500128,BOT_028,qa,vision,//div[@id='old-692'],//div[@id='old-692'],0.48997994108682874,1.0,0.0,1.0,2.0,1.2633541322213604,1.6252219825499516,0
H202500129,BOT_015,prod,dom,//div[@id='old-311'],//div[@id='old-311'],0.476272467123526,1.0,0.0,0.0,2.0,1.266644068872391,1.3350459908955579,0
H202500130,BOT_019,prod,ocr,//div[@id='old-774'],//div[@id='new-127'],0.5324875991351958,1.0,1.0,1.0,0.0,1.961461545245059,1.8109381881315065,0
H202500131,BOT_026,prod,dom,//div[@id='old-456'],//div[@id='old-456'],0.3834358309229321,1.0,0.0,0.0,3.0,0.9960222232471936,1.2798415306825546,0
H202500132,BOT_011,prod,vision,//div[@id='old-961'],//div[@id='new-336'],0.3400331728953279,1.0,1.0,1.0,3.0,0.951169956810024,0.6914165051893417,0
H202500133,BOT_030,prod,hybrid,//div[@id='old-574'],//div[@id='new-843'],0.43782261662770583,0.0,1.0,1.0,1.0,0.9205729725481586,1.6853265864205234,1
H202500134,BOT_023,prod,vision,//div[@id='old-621'],//div[@id='new-818'],0.3473260603922105,0.0,1.0,1.0,4.0,0.8645207129284724,1.1911691506054745,1
H202500135,BOT_026,qa,vision,//div[@id='old-323'],//div[@id='old-323'],0.49207769950265806,0.0,0.0,1.0,1.0,0.8803088494396998,1.0522009148495017,1
H202500136,BOT_009,prod,vision,//div[@id='old-995'],//div[@id='new-299'],0.3973375461057928,1.0,1.0,1.0,2.0,0.7862028878224855,0.6869632704285112,0
H202500137,BOT_010,prod,dom,//div[@id='old-496'],//div[@id='new-207'],0.2643104822784738,1.0,1.0,0.0,3.0,0.7001928634185077,0.7178937567394804,0
H202500138,BOT_003,prod,css,//div[@id='old-737'],//div[@id='new-128'],0.30516307238811474,1.0,1.0,0.0,4.0,1.196211824514989,1.696779341822765,1
H202500139,BOT_007,dev,hybrid,//div[@id='old-612'],//div[@id='new-240'],0.5533841483209501,0.0,1.0,1.0,1.0,1.245158924655467,1.0830031461245793,1
H202500140,BOT_023,prod,hybrid,//div[@id='old-748'],//div[@id='new-873'],0.43020973635652543,0.0,1.0,1.0,1.0,1.5652773464815926,2.4780840310958507,1
H202500141,BOT_013,qa,css,//div[@id='old-938'],//div[@id='old-938'],0.5144192880472959,1.0,0.0,0.0,2.0,1.6180640071051373,1.6292111875338675,0
H202500142,BOT_003,prod,vision,//div[@id='old-604'],//div[@id='new-985'],0.20643244370484615,1.0,1.0,1.0,2.0,0.659266311698138,0.6740508944305064,1
H202500143,BOT_017,dev,css,//div[@id='old-566'],//div[@id='new-645'],0.6198937560628177,0.0,1.0,0.0,1.0,0.9098714786703018,1.1899636411432053,1
H202500144,BOT_007,qa,dom,//div[@id='old-499'],//div[@id='new-276'],0.43112927894795144,1.0,1.0,0.0,2.0,1.3185722270859546,1.4565372398300747,0
H202500145,BOT_018,prod,css,//div[@id='old-588'],//div[@id='new-678'],0.5594200188833297,0.0,1.0,0.0,1.0,2.119465844432717,2.619230602091277,1
H202500146,BOT_008,prod,ocr,//div[@id='old-648'],//div[@id='new-174'],0.3327645760826773,0.0,1.0,1.0,1.0,1.078699493835933,1.2994030460466055,1
H202500147,BOT_006,prod,hybrid,//div[@id='old-272'],//div[@id='old-272'],0.5128822646959303,1.0,0.0,1.0,2.0,1.272839827740593,1.5688271123138602,1
H202500148,BOT_017,dev,ocr,//div[@id='old-749'],//div[@id='new-558'],0.33214397381873095,1.0,1.0,1.0,2.0,0.7747822414439579,0.8702576417502744,0
H202500149,BOT_017,prod,vision,//div[@id='old-380'],//div[@id='new-279'],0.5485179343007677,1.0,1.0,1.0,1.0,2.0132000971522728,1.6870377360589959,0
H202500150,BOT_026,qa,vision,//div[@id='old-226'],//div[@id='new-356'],0.6602198579481062,1.0,1.0,1.0,3.0,0.8341687168952668,0.7469597737424299,0
H202500151,BOT_016,prod,css,//div[@id='old-401'],//div[@id='old-401'],0.5008320130725403,0.0,0.0,0.0,4.0,1.091845648803558,1.2735321065242293,1
H202500152,BOT_014,qa,css,//div[@id='old-225'],//div[@id='new-401'],0.4725525185097473,0.0,1.0,0.0,1.0,1.6327477210343944,1.431441698636544,1
H202500153,BOT_014,qa,ocr,//div[@id='old-391'],//div[@id='new-120'],0.4613389440557897,1.0,1.0,1.0,2.0,0.869192054783368,0.8778310768259634,1
H202500154,BOT_030,prod,dom,//div[@id='old-640'],//div[@id='new-192'],0.35076394279942796,0.0,1.0,0.0,4.0,0.6841383865881063,1.1156036443276403,1
H202500155,BOT_026,qa,css,//div[@id='old-756'],//div[@id='new-551'],0.47703709486347734,1.0,1.0,0.0,2.0,1.1865955525246648,1.4060267006574942,1
H202500156,BOT_030,qa,css,//div[@id='old-973'],//div[@id='old-973'],0.6024882107920887,1.0,0.0,0.0,2.0,2.025102263031586,1.905183432580587,0
H202500157,BOT_013,qa,vision,//div[@id='old-452'],//div[@id='new-150'],0.3135360737527203,1.0,1.0,1.0,1.0,2.58286567037916,2.993903353987014,1
H202500158,BOT_018,qa,hybrid,//div[@id='old-235'],//div[@id='new-738'],0.3726237393695102,0.0,1.0,1.0,1.0,1.3894417050590664,2.0782949923902665,1
H202500159,BOT_013,prod,css,//div[@id='old-741'],//div[@id='new-332'],0.5579066333017911,0.0,1.0,0.0,0.0,1.7649843609416018,2.3684602600774207,1
H202500160,BOT_002,dev,dom,//div[@id='old-643'],//div[@id='new-122'],0.5610965290770795,1.0,1.0,0.0,1.0,1.2260806053773925,0.9088678532252579,0
H202500161,BOT_007,prod,hybrid,//div[@id='old-281'],//div[@id='old-281'],0.3878122039794718,1.0,0.0,1.0,3.0,1.2649986842272931,1.3892869226131637,0
H202500162,BOT_023,prod,dom,//div[@id='old-377'],//div[@id='new-776'],0.31762331367080376,1.0,1.0,0.0,2.0,0.9777482932536218,1.1421134750101372,0
H202500163,BOT_009,qa,dom,//div[@id='old-765'],//div[@id='new-551'],0.6147636475723749,1.0,1.0,0.0,1.0,1.2527426012273717,1.2850781130095834,0
H202500164,BOT_002,qa,css,//div[@id='old-475'],//div[@id='new-546'],0.7832162484608349,1.0,1.0,0.0,0.0,1.839891097433125,1.8615286393470682,0
